Unnamed: 0,course_title,course_organization,course_difficulty,course_students_enrolled,category
110,indigenous canada,university of alberta,mixed,51000.0,other
572,industrial iot on google cloud platform,google cloud,beginner,34000.0,cloud
401,infectious disease modelling,imperial college london,intermediate,1600.0,other
805,influencer marketing strategy,rutgers the state university of new jersey,intermediate,12000.0,marketing
224,influencing storytelling change management and governance,macquarie university,beginner,22000.0,management
549,information security context and introduction,royal holloway university of london,beginner,32000.0,other
537,information visualization,new york university,beginner,10000.0,other
485,information systems,university of minnesota,beginner,16000.0,other
169,initiating and planning projects,university of california irvine,mixed,180000.0,other
365,innovation management,erasmus university rotterdam,beginner,40000.0,management
747,innovation through design think make break repeat,the university of sydney,beginner,10000.0,design
673,innovation from creativity to entrepreneurship,university of illinois at urbanachampaign,beginner,25000.0,other
219,inspirational leadership leading with sense,hec paris,beginner,72000.0,leadership
184,inspired leadership,case western reserve university,intermediate,97000.0,leadership
443,inspiring and motivating individuals,university of michigan,mixed,85000.0,other
345,instructional design foundations and applications,university of illinois at urbanachampaign,mixed,12000.0,design
837,instructional methods in health professions education,university of michigan,intermediate,9700.0,health
171,integrative health and medicine,university of minnesota,beginner,14000.0,health
120,intellectual property law,university of pennsylvania,intermediate,8700.0,law
128,interaction design,university of california san diego,intermediate,150000.0,design
762,intercultural management,escp business school,beginner,6500.0,management
451,international business essentials,university of london,intermediate,22000.0,business
701,international cyber conflicts,the state university of new york,mixed,25000.0,other
404,international humanitarian law in theory and practice,kalshovengieskes forum,beginner,22000.0,law
579,international law in action a guide to the international courts and tribunals in the hague,universiteit leiden,mixed,36000.0,law
280,international law in action the arbitration of international disputes,universiteit leiden,mixed,19000.0,law
228,international leadership and organizational behavior,universit bocconi,mixed,41000.0,leadership
615,international marketing  cross industry growth,yonsei university,beginner,26000.0,marketing
346,international organizations management,university of geneva,beginner,20000.0,management
447,international security management,erasmus university rotterdam,beginner,2200.0,management
193,international womens health and human rights,stanford university,beginner,35000.0,health
593,international migrations a global issue,sciences po,beginner,11000.0,other
667,internet connection how to get online,cisco,beginner,36000.0,other
834,internet giants the law and economics of media platforms,the university of chicago,mixed,38000.0,law
582,interviewing and resume writing in english,university of maryland college park,intermediate,66000.0,english
495,introduccin a data science programacin estadstica con r,universidad nacional autnoma de mxico,beginner,140000.0,data
327,introduccin a la programacin en python i aprendiendo a programar con python,pontificia universidad catlica de chile,beginner,100000.0,python
844,introduction aux droits de lhomme,university of geneva,mixed,46000.0,other
830,introduction to ableton live,berklee college of music,mixed,60000.0,other
427,introduction to artificial intelligence ai,ibm,beginner,44000.0,ai
862,introduction to big data,university of california san diego,mixed,160000.0,data
608,introduction to blockchain technologies,insead,beginner,16000.0,ai
620,introduction to breast cancer,yale university,mixed,27000.0,other
713,introduction to business analytics communicating with data,university of illinois at urbanachampaign,intermediate,14000.0,data
664,introduction to css,university of michigan,mixed,84000.0,other
412,introduction to calculus,the university of sydney,intermediate,53000.0,other
879,introduction to chemistry  reactions and ratios,duke university,beginner,46000.0,other
421,introduction to classical music,yale university,mixed,150000.0,other
594,introduction to cloud computing,ibm,beginner,2600.0,cloud
780,introduction to computer programming,goldsmiths university of london,beginner,20000.0,programming
254,introduction to computer science and programming,goldsmiths university of london,beginner,32000.0,science
336,introduction to corporate finance,university of pennsylvania,mixed,130000.0,finance
723,introduction to cyber attacks,new york university,beginner,27000.0,other
183,introduction to cyber security,new york university,beginner,32000.0,other
469,introduction to cybersecurity tools  cyber attacks,ibm,beginner,30000.0,other
548,introduction to data analysis using excel,rice university,mixed,99000.0,data
1,introduction to data science,ibm,beginner,310000.0,data
187,introduction to data science in python,university of michigan,intermediate,390000.0,data
253,introduction to dental medicine,university of pennsylvania,beginner,25000.0,other
196,introduction to discrete mathematics for computer science,national research university higher school of economics,beginner,75000.0,science
745,introduction to electronics,georgia institute of technology,mixed,110000.0,other
649,introduction to embedded systems software and development environments,university of colorado boulder,intermediate,41000.0,development
628,introduction to engineering mechanics,georgia institute of technology,mixed,150000.0,engineering
511,introduction to environmental law and policy,the university of north carolina at chapel hill,mixed,34000.0,law
204,introduction to financial accounting,university of pennsylvania,mixed,200000.0,financial
377,introduction to forensic science,nanyang technological university singapore,mixed,47000.0,science
850,introduction to game development,michigan state university,mixed,79000.0,development
499,introduction to genetics and evolution,duke university,mixed,74000.0,other
878,introduction to genomic technologies,johns hopkins university,mixed,42000.0,other
307,introduction to html,university of michigan,mixed,220000.0,other
774,introduction to imagemaking,california institute of the arts,beginner,54000.0,other
689,introduction to intellectual property,university of pennsylvania,beginner,6000.0,other
417,introduction to international criminal law,case western reserve university,mixed,82000.0,law
136,introduction to marketing,university of pennsylvania,mixed,220000.0,marketing
340,introduction to mathematical thinking,stanford university,intermediate,270000.0,other
533,introduction to operations management,university of pennsylvania,mixed,87000.0,management
542,introduction to personal branding,university of virginia,beginner,140000.0,other
235,introduction to philosophy,the university of edinburgh,mixed,370000.0,other
617,introduction to portfolio construction and analysis with python,edhec business school,mixed,11000.0,python
473,introduction to probability and data,duke university,beginner,160000.0,data
190,introduction to programming in c,duke university,beginner,82000.0,programming
308,introduction to programming with matlab,vanderbilt university,beginner,270000.0,programming
29,introduction to psychology,yale university,beginner,270000.0,other
293,introduction to scripting in python,rice university,beginner,49000.0,python
729,introduction to selfdriving cars,university of toronto,advanced,39000.0,other
339,introduction to spreadsheets and models,university of pennsylvania,mixed,76000.0,other
766,introduction to statistics  data analysis in public health,imperial college london,beginner,12000.0,data
312,introduction to sustainability,university of illinois at urbanachampaign,mixed,69000.0,ai
250,introduction to systematic review and metaanalysis,johns hopkins university,mixed,67000.0,analysis
758,introduction to systems engineering,unsw sydney the university of new south wales,mixed,33000.0,engineering
230,introduction to tensorflow for artificial intelligence machine learning and deep learning,deeplearningai,intermediate,150000.0,machine
735,introduction to thermodynamics transferring energy from here to there,university of michigan,beginner,4100.0,other
659,introduction to trading machine learning  gcp,new york institute of finance,intermediate,13000.0,machine
557,introduction to typography,california institute of the arts,beginner,72000.0,other
428,introduction to user experience design,georgia institute of technology,beginner,87000.0,design
744,introduction to user experience principles and processes,university of michigan,beginner,16000.0,other
625,introduction to web development,university of california davis,beginner,76000.0,development
194,introduction to the biology of cancer,johns hopkins university,beginner,110000.0,other
270,introductory human physiology,duke university,mixed,270000.0,other
741,introduo aos princpios e prticas da gesto de projetos,universidade de so paulo,beginner,4500.0,other
866,introduo  cincia da computao com python parte ,universidade de so paulo,beginner,120000.0,python
80,investment management,university of geneva,beginner,99000.0,management
147,investment management with python and machine learning,edhec business school,beginner,14000.0,management
195,investment and portfolio management,rice university,beginner,49000.0,management
639,japanese for beginners ,saint petersburg state university,beginner,4400.0,other
45,java programming and software engineering fundamentals,duke university,beginner,380000.0,programming
518,java programming solving problems with software,duke university,beginner,160000.0,programming
586,julia scientific programming,university of cape town,beginner,22000.0,programming
546,kotlin for java developers,jetbrains,intermediate,37000.0,other
516,lexcellence oprationnelle en pratique,essec business school,beginner,8000.0,other
750,limpact investing la finance qui change le monde,essec business school,beginner,6300.0,finance
654,leadership development for engineers,rice university,beginner,17000.0,development
577,leadership in st century organizations,copenhagen business school,mixed,34000.0,leadership
656,leading healthcare quality and safety,the george washington university,beginner,16000.0,health
61,leading people and teams,university of michigan,beginner,220000.0,other
755,leading for equity diversity and inclusion in higher education,university of michigan,intermediate,5900.0,other
433,leading human resource management and leadership,macquarie university,intermediate,16000.0,management
155,learn chinese hsk test preparation,peking university,beginner,43000.0,other
786,learn english,tsinghua university,beginner,22000.0,english
394,learn english advanced academic speaking and listening,university of california irvine,intermediate,78000.0,english
271,learn english advanced grammar and punctuation,university of california irvine,advanced,52000.0,english
172,learn english intermediate grammar,university of california irvine,intermediate,120000.0,english
360,learn mandarin chinese,shanghai jiao tong university,beginner,39000.0,other
74,learn sql basics for data science,university of california davis,beginner,160000.0,data
112,learn spanish basic spanish vocabulary,university of california davis,beginner,80000.0,other
260,learn to program the fundamentals,university of toronto,beginner,180000.0,other
311,learn to speak korean ,yonsei university,beginner,120000.0,other
90,learning to teach online,unsw sydney the university of new south wales,beginner,68000.0,other
839,legal tech  startups,ie business school,intermediate,7200.0,other
541,les fondamentaux de la ngociation,essec business school,beginner,10000.0,other
699,liderazgo efectivo para el siglo xxi,universidad de los andes,intermediate,23000.0,other
843,linear circuits  dc analysis,georgia institute of technology,mixed,29000.0,analysis
769,love as a force for social justice,stanford university,beginner,14000.0,social
181,machine learning,university of washington,intermediate,290000.0,machine
6,machine learning,stanford university,mixed,3200000.0,machine
831,machine learning foundations a case study approach,university of washington,mixed,240000.0,machine
352,machine learning and reinforcement learning in finance,new york university,intermediate,29000.0,machine
585,machine learning for all,university of london,beginner,19000.0,machine
264,machine learning for business professionals,google cloud,intermediate,58000.0,business
178,machine learning for trading,google cloud,intermediate,15000.0,machine
321,machine learning with python,ibm,intermediate,120000.0,python
125,machine learning with tensorflow on google cloud platform,google cloud,intermediate,72000.0,cloud
791,magic in the middle ages,universitat de barcelona,beginner,78000.0,other
435,making architecture,ie school of architecture  design,beginner,43000.0,other
73,management of fashion and luxury companies,universit bocconi,mixed,120000.0,management
467,managerial accounting fundamentals,university of virginia,beginner,11000.0,other
409,managerial economics and business analysis,university of illinois at urbanachampaign,beginner,55000.0,business
91,managing innovation and design thinking,hec paris,beginner,23000.0,design
556,managing project risks and changes,university of california irvine,mixed,71000.0,other
558,managing social and human capital,university of pennsylvania,beginner,27000.0,social
796,managing your health the role of physical therapy and exercise,university of toronto,beginner,47000.0,health
380,market research,university of california davis,beginner,22000.0,other
241,marketing digital,universidade de so paulo,beginner,81000.0,marketing
325,marketing digital,universidad austral,beginner,39000.0,marketing
449,marketing gerencial,universidad de chile,intermediate,49000.0,marketing
140,marketing mix implementation,ie business school,beginner,93000.0,marketing
211,marketing strategy,ie business school,beginner,57000.0,marketing
669,marketing verde,universidad de los andes,mixed,58000.0,marketing
367,marketing con redes sociales,tecnolgico de monterrey,intermediate,60000.0,marketing
310,marketing in a digital world,university of illinois at urbanachampaign,beginner,310000.0,marketing
550,mastering data analysis in excel,duke university,mixed,280000.0,data
575,mastering final cut pro,learnquest,beginner,8400.0,other
563,mastering software development in r,johns hopkins university,beginner,52000.0,development
840,materials science  things every engineer should know,university of california davis,mixed,48000.0,science
480,mathematics for data science,national research university higher school of economics,beginner,12000.0,data
55,mathematics for machine learning,imperial college london,beginner,150000.0,machine
223,mathematics for machine learning linear algebra,imperial college london,beginner,140000.0,machine
528,mathematics for machine learning multivariate calculus,imperial college london,beginner,51000.0,machine
873,mathematics for machine learning pca,imperial college london,intermediate,33000.0,machine
335,medical cannabis the health effects of thc and cbd,university of colorado boulder,beginner,4800.0,health
214,medical neuroscience,duke university,advanced,170000.0,science
258,memoir and personal essay write about yourself,wesleyan university,beginner,13000.0,other
87,methods and statistics in social sciences,university of amsterdam,beginner,260000.0,science
489,microeconomics principles,university of illinois at urbanachampaign,beginner,73000.0,other
464,microeconomics the power of markets,university of pennsylvania,mixed,34000.0,other
470,mindshift break through obstacles to learning and discover your hidden potential,mcmaster university,beginner,230000.0,other
517,miracles of human language an introduction to linguistics,universiteit leiden,beginner,120000.0,other
505,model thinking,university of michigan,mixed,130000.0,other
706,modeling risk and realities,university of pennsylvania,mixed,36000.0,other
101,modern art  ideas,the museum of modern art,beginner,310000.0,other
296,modern big data analysis with sql,cloudera,beginner,14000.0,data
333,modern robotics  mechanics planning and control,northwestern university,intermediate,21000.0,other
523,modernizing data lakes and data warehouses with gcp,google cloud,intermediate,9100.0,data
176,moral foundations of politics,yale university,mixed,100000.0,other
481,more introduction to financial accounting,university of pennsylvania,mixed,40000.0,financial
652,mountains ,university of alberta,mixed,44000.0,ai
597,municipal solid waste management in developing countries,cole polytechnique fdrale de lausanne,intermediate,59000.0,management
188,music business,berklee college of music,beginner,42000.0,business
784,music business foundations,berklee college of music,mixed,34000.0,business
94,music production,berklee college of music,beginner,70000.0,other
685,nanotechnology a makers course,duke university,mixed,21000.0,other
431,natural language processing in tensorflow,deeplearningai,intermediate,40000.0,other
341,negociacin exitosa estrategias y habilidades esenciales en espaol,university of michigan,mixed,95000.0,other
226,negotiation mediation and conflict resolution,essec business school,beginner,22000.0,other
842,networking and security architecture with vmware nsx,vmware,intermediate,17000.0,other
20,networking in google cloud,google cloud,intermediate,290000.0,cloud
62,neural networks and deep learning,deeplearningai,intermediate,630000.0,other
471,neurolinguistics,saint petersburg state university,mixed,41000.0,other
795,new approaches to countering terror countering violent extremism,university of maryland college park,beginner,12000.0,other
343,newborn baby care,university of colorado system,beginner,5300.0,other
252,nutricin y obesidad control de sobrepeso,universidad nacional autnoma de mxico,beginner,100000.0,other
535,nutrition and lifestyle in pregnancy,ludwigmaximiliansuniversitt mnchen lmu,intermediate,35000.0,other
255,object oriented java programming data structures and beyond,university of california san diego,intermediate,250000.0,data
86,object oriented programming in java,duke university,beginner,330000.0,programming
510,objectoriented data structures in c,university of illinois at urbanachampaign,intermediate,21000.0,data
887,objectoriented design,university of alberta,intermediate,33000.0,design
323,oil  gas industry operations and markets,duke university,mixed,57000.0,other
416,open source software development linux and git,the linux foundation,beginner,13000.0,development
316,operating systems and you becoming a power user,google,beginner,76000.0,other
398,operations analytics,university of pennsylvania,mixed,80000.0,analytics
472,optical engineering,university of colorado boulder,advanced,6200.0,engineering
116,organizational leadership,northwestern university,intermediate,92000.0,leadership
867,osteoarchaeology the truth in our bones,universiteit leiden,beginner,22000.0,other
765,palliative care its not just hospice anymore,university of colorado system,beginner,3200.0,other
526,palo alto networks cybersecurity,palo alto networks,beginner,9100.0,other
445,parallel concurrent and distributed programming in java,rice university,intermediate,30000.0,programming
872,particle physics an introduction,university of geneva,mixed,42000.0,other
309,patient safety,johns hopkins university,beginner,8800.0,other
810,patrocinio deportivo,universitat autnoma de barcelona,beginner,12000.0,other
362,people analytics,university of pennsylvania,mixed,84000.0,analytics
665,perfect tenses and modals,university of california irvine,intermediate,79000.0,other
668,periodismo digital y combate a las fake news,universidad nacional autnoma de mxico,beginner,8900.0,digital
105,photography basics and beyond from smartphone to dslr,michigan state university,beginner,160000.0,other
503,plant bioinformatic methods,university of toronto,beginner,83000.0,other
477,politics and economics of international energy,sciences po,beginner,34000.0,other
216,positive psychiatry and mental health,the university of sydney,mixed,72000.0,health
291,positive psychology,the university of north carolina at chapel hill,mixed,180000.0,other
606,positive psychology applications and interventions,university of pennsylvania,beginner,23000.0,other
240,positive psychology martin e p seligmans visionary science,university of pennsylvania,beginner,50000.0,science
646,positive psychology resilience skills,university of pennsylvania,beginner,40000.0,other
348,power electronics,university of colorado boulder,intermediate,67000.0,other
320,practical data science with matlab,mathworks,beginner,10000.0,data
692,practical time series analysis,the state university of new york,intermediate,39000.0,analysis
808,preparing for the google cloud associate cloud engineer exam,google cloud,beginner,22000.0,cloud
389,preparing to manage human resources,university of minnesota,mixed,68000.0,other
299,presentation skills speechwriting slides and delivery,elearning development fund,beginner,47000.0,other
215,pricing strategy optimization,bcg,beginner,20000.0,strategy
57,primeros auxilios psicolgicos pap,universitat autnoma de barcelona,mixed,280000.0,other
114,private equity and venture capital,universit bocconi,mixed,79000.0,other
683,probabilistic graphical models  representation,stanford university,advanced,68000.0,other
715,probability and statistics to p or not to p,university of london,beginner,36000.0,statistics
626,process mining data science in action,eindhoven university of technology,intermediate,39000.0,data
364,programming foundations with javascript html and css,duke university,beginner,250000.0,programming
732,programming fundamentals,duke university,beginner,19000.0,programming
47,programming for everybody getting started with python,university of michigan,mixed,1300000.0,python
208,programming with google go,university of california irvine,intermediate,18000.0,programming
731,project execution,university of california irvine,beginner,70000.0,other
284,project launch,university of california irvine,beginner,190000.0,other
31,project management  other tools for career development,university of california irvine,beginner,440000.0,management
30,project management principles and practices,university of california irvine,beginner,230000.0,management
37,psychological first aid,johns hopkins university,mixed,190000.0,ai
424,public policy challenges of the st century,university of virginia,beginner,52000.0,other
279,python basics,university of michigan,beginner,110000.0,python
869,python classes and inheritance,university of michigan,intermediate,21000.0,python
111,python data structures,university of michigan,mixed,420000.0,data
555,python functions files and dictionaries,university of michigan,beginner,26000.0,python
374,python and statistics for financial analysis,the hong kong university of science and technology,intermediate,41000.0,python
152,python for data science and ai,ibm,beginner,170000.0,data
3,python for everybody,university of michigan,beginner,1500000.0,python
823,quantitative methods,university of amsterdam,mixed,69000.0,other
827,queering identities lgbtq sexuality and gender identity,university of colorado system,beginner,3000.0,other
317,r programming,johns hopkins university,intermediate,480000.0,programming
771,ready set future introduction to futures thinking,institute for the future,beginner,7700.0,other
553,recommender systems,university of minnesota,intermediate,29000.0,other
658,recruiting hiring and onboarding employees,university of minnesota,mixed,35000.0,other
82,reinforcement learning,university of alberta,intermediate,23000.0,other
532,renewable energy and green building entrepreneurship,duke university,beginner,24000.0,other
634,reporting extrafinancier et stratgie rse,essec business school,beginner,5200.0,other
868,requirements engineering secure software  specifications,university of colorado system,beginner,7200.0,engineering
876,research data management and sharing,the university of edinburgh,mixed,16000.0,data
622,resilience in children exposed to trauma disaster and war global perspectives,university of minnesota,mixed,15000.0,other
289,responsive website development and design,goldsmiths university of london,beginner,170000.0,design
414,rethinking international tax law,universiteit leiden,mixed,36000.0,law
386,reviso sistemtica e metaanlise,universidade estadual de campinas,intermediate,17000.0,other
315,robotics,university of pennsylvania,beginner,120000.0,other
632,roman architecture,yale university,beginner,30000.0,other
833,russian alphabet,saint petersburg state university,beginner,3200.0,other
180,russian for beginners    a,saint petersburg state university,beginner,7000.0,other
331,russir le changement,essec business school,mixed,33000.0,other
160,sas programmer,sas,beginner,370000.0,other
393,sas visual business analytics,sas,beginner,2600.0,business
332,sql for data science,university of california davis,beginner,160000.0,data
601,sales operationsmanagement,west virginia university,beginner,5600.0,management
781,sales training for high performing teams,hubspot academy,beginner,16000.0,ai
763,samplebased learning methods,university of alberta,intermediate,6800.0,other
860,scaling operations linking strategy and execution,northwestern university,mixed,12000.0,strategy
368,school health for children and adolescents,university of colorado system,beginner,9100.0,health
121,science of exercise,university of colorado boulder,beginner,140000.0,science
629,search engine optimization fundamentals,university of california davis,mixed,47000.0,other
836,secure coding practices,university of california davis,intermediate,6400.0,other
712,security  safety challenges in a globalized world,universiteit leiden,beginner,14000.0,other
19,security in google cloud platform,google cloud,intermediate,300000.0,cloud
154,selfdriving cars,university of toronto,advanced,39000.0,other
285,sequence models,deeplearningai,intermediate,14000.0,other
772,sexualidadmucho ms que sexo,universidad de los andes,beginner,110000.0,other
695,sharpened visions a poetry workshop,california institute of the arts,beginner,61000.0,other
304,site reliability engineering measuring and managing reliability,google cloud,advanced,16000.0,engineering
167,six sigma green belt,university system of georgia,intermediate,18000.0,other
792,six sigma and the organization advanced,university system of georgia,intermediate,15000.0,other
814,sleep neurobiology medicine and society,university of michigan,beginner,20000.0,other
660,smart cities  management of smart urban infrastructures,cole polytechnique fdrale de lausanne,beginner,22000.0,management
817,social entrepreneurship,copenhagen business school,beginner,13000.0,social
49,social media marketing,northwestern university,beginner,130000.0,marketing
440,social norms social change i,university of pennsylvania,beginner,78000.0,social
574,social policy for social services  health practitioners,columbia university,beginner,4200.0,health
83,social psychology,wesleyan university,beginner,220000.0,social
506,social and economic networks  models and analysis,stanford university,advanced,42000.0,analysis
186,software design and architecture,university of alberta,beginner,60000.0,design
402,software development lifecycle,university of minnesota,intermediate,34000.0,development
859,software processes and agile practices,university of alberta,mixed,60000.0,other
64,software product management,university of alberta,beginner,110000.0,management
515,solar energy basics,the state university of new york,beginner,17000.0,other
600,songwriting writing the lyrics,berklee college of music,beginner,68000.0,other
363,soporte de tecnologas de la informacin de google,crece con google,beginner,8800.0,other
754,spacecraft dynamics and control,university of colorado boulder,advanced,12000.0,other
504,spanish vocabulary meeting people,university of california davis,beginner,71000.0,other
334,speak english professionally in person online  on the phone,georgia institute of technology,mixed,430000.0,english
200,sports marketing,northwestern university,intermediate,12000.0,marketing
580,sports and society,duke university,mixed,16000.0,other
68,stanford introduction to food and health,stanford university,beginner,370000.0,health
680,stanfords short course on breastfeeding,stanford university,beginner,17000.0,other
170,statistical analysis with r for public health,imperial college london,beginner,16000.0,health
127,statistics with python,university of michigan,beginner,34000.0,python
84,statistics with r,duke university,beginner,220000.0,statistics
657,stories of infection,stanford university,intermediate,28000.0,other
648,strategic business analytics,essec business school,advanced,60000.0,business
822,strategic business management  microeconomics,university of california irvine,beginner,9500.0,management
93,strategic leadership and management,university of illinois at urbanachampaign,beginner,100000.0,management
801,strategic management,copenhagen business school,mixed,58000.0,management
202,strategic management and innovation,copenhagen business school,beginner,68000.0,management
592,strategic sales management,fundao instituto de administrao,intermediate,9200.0,management
798,strategising management for global competitive advantage,macquarie university,intermediate,30000.0,management
749,strategy and sustainability,iese business school,beginner,11000.0,strategy
189,structuring machine learning projects,deeplearningai,beginner,220000.0,machine
455,success,university of pennsylvania,beginner,38000.0,other
40,successful negotiation essential strategies and skills,university of michigan,mixed,750000.0,other
588,summary statistics in public health,johns hopkins university,beginner,11000.0,health
483,supply chain analytics,rutgers the state university of new jersey,beginner,7900.0,analytics
432,supply chain finance and blockchain technology,new york institute of finance,intermediate,4900.0,finance
384,supply chain logistics,rutgers the state university of new jersey,beginner,66000.0,ai
50,supply chain management,rutgers the state university of new jersey,beginner,82000.0,management
760,supply chain operations,rutgers the state university of new jersey,beginner,24000.0,ai
306,supply chain principles,georgia institute of technology,mixed,29000.0,ai
328,supporting children with difficulties in reading and writing,ucl institute of education,mixed,50000.0,other
344,survey data collection and analytics,university of maryland college park,beginner,45000.0,data
583,sustainable tourism  promoting environmental public health,university of copenhagen,beginner,9400.0,health
387,swift  ios application developer,learnquest,beginner,3900.0,other
403,system administration and it infrastructure services,google,beginner,62000.0,other
484,systems biology and biotechnology,icahn school of medicine at mount sinai,intermediate,48000.0,other
647,systems thinking in public health,johns hopkins university,mixed,33000.0,health
67,tesol certificate part  teach english now,arizona state university,beginner,100000.0,english
234,tesol certificate part  teach english now,arizona state university,beginner,62000.0,english
559,teach english now foundational principles,arizona state university,mixed,81000.0,english
807,teach english now teaching language online,arizona state university,intermediate,8500.0,english
788,teaching character and creating positive classrooms,relay graduate school of education,mixed,53000.0,other
466,teamwork skills communicating effectively in groups,university of colorado boulder,beginner,49000.0,other
41,technical support fundamentals,google,beginner,280000.0,other
27,tensorflow in practice,deeplearningai,intermediate,170000.0,other
217,tensorflow data and deployment,deeplearningai,intermediate,12000.0,data
298,terrorism and counterterrorism comparing theory and practice,universiteit leiden,beginner,90000.0,other
460,the addicted brain,emory university,beginner,130000.0,ai
507,the art of music production,berklee college of music,intermediate,47000.0,other
133,the art of sales mastering the selling process,northwestern university,beginner,23000.0,other
375,the arts and science of relationships understanding human needs,university of toronto,beginner,73000.0,science
135,the bits and bytes of computer networking,google,beginner,130000.0,other
65,the business of health care,university of pennsylvania,beginner,22000.0,business
97,the business of music production,berklee college of music,beginner,84000.0,business
768,the changing global order,universiteit leiden,intermediate,23000.0,other
759,the cycle management of successful arts and cultural organizations,university of maryland college park,beginner,11000.0,management
81,the diy musician,berklee college of music,beginner,120000.0,other
243,the data scientists toolbox,johns hopkins university,mixed,420000.0,data
864,the economics of health care delivery,university of pennsylvania,mixed,7200.0,health
274,the global financial crisis,yale university,mixed,84000.0,financial
587,the horse course introduction to basic care and management,university of florida,mixed,29000.0,management
282,the managers toolkit a practical guide to managing people at work,birkbeck university of london,mixed,47000.0,other
357,the modern world part one global history from  to ,university of virginia,beginner,130000.0,other
671,the modern world part two global history since ,university of virginia,beginner,47000.0,other
576,the oral cavity portal to health and disease,university of pennsylvania,intermediate,9400.0,health
272,the power of macroeconomics economic principles in the real world,university of california irvine,mixed,180000.0,other
534,the power of microeconomics economic principles in the real world,university of california irvine,mixed,120000.0,other
826,the pronunciation of american english,university of california irvine,beginner,1700.0,english
818,the science of gastronomy,the hong kong university of science and technology,mixed,50000.0,science
690,the science of stem cells,american museum of natural history,intermediate,12000.0,science
696,the science of success what researchers know that you should know,university of michigan,beginner,59000.0,science
524,the science of training young athletes,university of florida,beginner,13000.0,science
2,the science of wellbeing,yale university,mixed,2500000.0,science
118,the singer songwriter,berklee college of music,beginner,320000.0,other
677,the social context of mental health and illness,university of toronto,mixed,19000.0,health
138,the strategy of content marketing,university of california davis,intermediate,100000.0,marketing
361,the sustainable development goals  a global transdisciplinary vision for the future,university of copenhagen,beginner,26000.0,development
459,the teacher and social and emotional learning sel,university of colorado boulder,beginner,5200.0,social
666,the technology of music production,berklee college of music,beginner,28000.0,other
616,the truth about cats and dogs,the university of edinburgh,mixed,33000.0,other
716,the hidden value  lean in manufacturing and services,cole des ponts paristech,beginner,14000.0,other
584,think again i how to understand arguments,duke university,beginner,200000.0,ai
146,tools for data science,ibm,beginner,120000.0,data
220,trading strategies in emerging markets,indian school of business,beginner,68000.0,other
529,transmedia storytelling narrative worlds emerging technologies and global audiences,unsw sydney the university of new south wales,mixed,45000.0,other
530,tricky american english pronunciation,university of california irvine,beginner,110000.0,english
438,troubles du spectre de lautisme  diagnostic,university of geneva,intermediate,5400.0,other
245,us federal taxation,university of illinois at urbanachampaign,intermediate,12000.0,other
153,uci project management,university of california irvine,beginner,44000.0,management
46,ui  ux design,california institute of the arts,beginner,68000.0,design
595,ux design fundamentals,california institute of the arts,beginner,25000.0,design
676,understanding cancer metastasis,johns hopkins university,beginner,29000.0,other
353,understanding clinical research behind the statistics,university of cape town,mixed,78000.0,statistics
500,understanding einstein the special theory of relativity,stanford university,beginner,89000.0,other
173,understanding medical research your facebook friend is wrong,yale university,beginner,24000.0,other
886,understanding modern finance,american institute of business and economics,intermediate,11000.0,finance
746,understanding plants  part i what a plant knows,tel aviv university,beginner,49000.0,other
261,understanding research methods,soas university of london,mixed,120000.0,other
465,understanding and visualizing data with python,university of michigan,beginner,30000.0,data
249,understanding the brain the neurobiology of everyday life,the university of chicago,beginner,130000.0,ai
865,unity certified programmer exam preparation,unity,intermediate,6100.0,other
618,unity xr how to build ar and vr apps,unity,beginner,12000.0,other
882,university teaching,the university of hong kong,beginner,9500.0,other
638,unraveling the cycling city,university of amsterdam,intermediate,3900.0,other
117,user experience research and design,university of michigan,beginner,23000.0,design
614,user interface design,university of minnesota,intermediate,43000.0,design
350,using databases with python,university of michigan,mixed,220000.0,data
199,using python to access web data,university of michigan,mixed,310000.0,data
603,using python to interact with the operating system,google,beginner,19000.0,python
262,value chain management,university of illinois at urbanachampaign,intermediate,63000.0,management
589,version control with git,atlassian,mixed,40000.0,other
71,viral marketing and how to craft contagious content,university of pennsylvania,mixed,150000.0,marketing
407,virtual reality,goldsmiths university of london,beginner,37000.0,other
297,virtual teacher,university of california irvine,beginner,23000.0,other
185,vital signs understanding what the body is telling us,university of pennsylvania,mixed,190000.0,other
182,web applications for everybody,university of michigan,intermediate,120000.0,other
42,web design for everybody basics of web development  coding,university of michigan,beginner,280000.0,design
354,weight management beyond balancing calories,emory university,beginner,34000.0,management
144,what is contemporary art,the museum of modern art,beginner,120000.0,other
829,what future for education,ucl institute of education,mixed,35000.0,other
543,what is compliance,university of pennsylvania,mixed,6200.0,other
88,what is data science,ibm,beginner,260000.0,data
379,what is social,northwestern university,mixed,94000.0,social
232,wine tasting sensory techniques for wine analysis,university of california davis,beginner,32000.0,analysis
787,wonders of ancient egypt,university of pennsylvania,intermediate,17000.0,other
619,write a feature length screenplay for film or television,michigan state university,beginner,12000.0,other
213,write professional emails in english,georgia institute of technology,mixed,270000.0,english
684,write your first novel,michigan state university,beginner,18000.0,other
69,writing in the sciences,stanford university,beginner,140000.0,science
359,elearning ecologies innovative approaches to teaching and learning for the digital age,university of illinois at urbanachampaign,mixed,17000.0,digital
779,ios app development with swift,university of toronto,intermediate,76000.0,development
858,qu hacen los buenos directivos prioridades de la alta direccin,iese business school,beginner,25000.0,other
